customer_id,experiment_group,offer_type,assignment_date
272,A,10% Bill Discount,2025-01-01
273,B,10% Bill Discount,2025-01-01
274,B,10% Bill Discount,2025-01-01
275,B,10% Bill Discount,2025-01-01
276,B,10% Bill Discount,2025-01-01
277,B,10% Bill Discount,2025-01-01
278,B,10% Bill Discount,2025-01-01
279,B,10% Bill Discount,2025-01-01
280,B,10% Bill Discount,2025-01-01
281,A,10% Bill Discount,2025-01-01
282,B,10% Bill Discount,2025-01-01
283,B,10% Bill Discount,2025-01-01
284,B,10% Bill Discount,2025-01-01
285,B,10% Bill Discount,2025-01-01
286,B,10% Bill Discount,2025-01-01
287,A,10% Bill Discount,2025-01-01
288,A,10% Bill Discount,2025-01-01
289,B,10% Bill Discount,2025-01-01
290,A,10% Bill Discount,2025-01-01
291,B,10% Bill Discount,2025-01-01
292,B,10% Bill Discount,2025-01-01
293,B,10% Bill Discount,2025-01-01
294,A,10% Bill Discount,2025-01-01
295,A,10% Bill Discount,2025-01-01
296,A,10% Bill Discount,2025-01-01
297,B,10% Bill Discount,2025-01-01
298,B,10% Bill Discount,2025-01-01
299,B,10% Bill Discount,2025-01-01
300,B,10% Bill Discount,2025-01-01
301,A,10% Bill Discount,2025-01-01
302,B,10% Bill Discount,2025-01-01
303,B,10% Bill Discount,2025-01-01
304,A,10% Bill Discount,2025-01-01
305,B,10% Bill Discount,2025-01-01
306,B,10% Bill Discount,2025-01-01
307,B,10% Bill Discount,2025-01-01
308,A,10% Bill Discount,2025-01-01
309,A,10% Bill Discount,2025-01-01
310,B,10% Bill Discount,2025-01-01
311,B,10% Bill Discount,2025-01-01
312,B,10% Bill Discount,2025-01-01
313,B,10% Bill Discount,2025-01-01
314,A,10% Bill Discount,2025-01-01
315,A,10% Bill Discount,2025-01-01
316,A,10% Bill Discount,2025-01-01
317,A,10% Bill Discount,2025-01-01
318,A,10% Bill Discount,2025-01-01
319,B,10% Bill Discount,2025-01-01
320,B,10% Bill Discount,2025-01-01
321,A,10% Bill Discount,2025-01-01
322,A,10% Bill Discount,2025-01-01
323,A,10% Bill Discount,2025-01-01
324,B,10% Bill Discount,2025-01-01
325,B,10% Bill Discount,2025-01-01
326,B,10% Bill Discount,2025-01-01
327,A,10% Bill Discount,2025-01-01
328,A,10% Bill Discount,2025-01-01
329,A,10% Bill Discount,2025-01-01
330,B,10% Bill Discount,2025-01-01
331,A,10% Bill Discount,2025-01-01
332,B,10% Bill Discount,2025-01-01
333,B,10% Bill Discount,2025-01-01
334,B,10% Bill Discount,2025-01-01
335,A,10% Bill Discount,2025-01-01
336,A,10% Bill Discount,2025-01-01
337,B,10% Bill Discount,2025-01-01
338,A,10% Bill Discount,2025-01-01
339,B,10% Bill Discount,2025-01-01
340,B,10% Bill Discount,2025-01-01
341,B,10% Bill Discount,2025-01-01
342,B,10% Bill Discount,2025-01-01
343,B,10% Bill Discount,2025-01-01
344,A,10% Bill Discount,2025-01-01
345,B,10% Bill Discount,2025-01-01
346,B,10% Bill Discount,2025-01-01
347,A,10% Bill Discount,2025-01-01
348,A,10% Bill Discount,2025-01-01
349,B,10% Bill Discount,2025-01-01
350,B,10% Bill Discount,2025-01-01
351,B,10% Bill Discount,2025-01-01
352,B,10% Bill Discount,2025-01-01
353,A,10% Bill Discount,2025-01-01
354,A,10% Bill Discount,2025-01-01
355,A,10% Bill Discount,2025-01-01
356,A,10% Bill Discount,2025-01-01
357,B,10% Bill Discount,2025-01-01
358,A,10% Bill Discount,2025-01-01
359,B,10% Bill Discount,2025-01-01
360,B,10% Bill Discount,2025-01-01
361,A,10% Bill Discount,2025-01-01
362,B,10% Bill Discount,2025-01-01
363,A,10% Bill Discount,2025-01-01
364,B,10% Bill Discount,2025-01-01
365,A,10% Bill Discount,2025-01-01
366,B,10% Bill Discount,2025-01-01
367,A,10% Bill Discount,2025-01-01
368,B,10% Bill Discount,2025-01-01
369,B,10% Bill Discount,2025-01-01
370,A,10% Bill Discount,2025-01-01
371,A,10% Bill Discount,2025-01-01
372,A,10% Bill Discount,2025-01-01
373,B,10% Bill Discount,2025-01-01
374,B,10% Bill Discount,2025-01-01
375,A,10% Bill Discount,2025-01-01
376,B,10% Bill Discount,2025-01-01
377,A,10% Bill Discount,2025-01-01
378,B,10% Bill Discount,2025-01-01
379,A,10% Bill Discount,2025-01-01
380,A,10% Bill Discount,2025-01-01
381,B,10% Bill Discount,2025-01-01
382,A,10% Bill Discount,2025-01-01
383,B,10% Bill Discount,2025-01-01
384,A,10% Bill Discount,2025-01-01
385,B,10% Bill Discount,2025-01-01
386,A,10% Bill Discount,2025-01-01
387,A,10% Bill Discount,2025-01-01
388,B,10% Bill Discount,2025-01-01
389,B,10% Bill Discount,2025-01-01
390,B,10% Bill Discount,2025-01-01
391,A,10% Bill Discount,2025-01-01
392,B,10% Bill Discount,2025-01-01
393,A,10% Bill Discount,2025-01-01
394,B,10% Bill Discount,2025-01-01
395,A,10% Bill Discount,2025-01-01
396,B,10% Bill Discount,2025-01-01
397,A,10% Bill Discount,2025-01-01
398,A,10% Bill Discount,2025-01-01
399,A,10% Bill Discount,2025-01-01
400,B,10% Bill Discount,2025-01-01
401,A,10% Bill Discount,2025-01-01
402,B,10% Bill Discount,2025-01-01
403,A,10% Bill Discount,2025-01-01
404,B,10% Bill Discount,2025-01-01
405,A,10% Bill Discount,2025-01-01
406,B,10% Bill Discount,2025-01-01
407,B,10% Bill Discount,2025-01-01
408,A,10% Bill Discount,2025-01-01
409,A,10% Bill Discount,2025-01-01
410,A,10% Bill Discount,2025-01-01
411,B,10% Bill Discount,2025-01-01
412,A,10% Bill Discount,2025-01-01
413,B,10% Bill Discount,2025-01-01
414,B,10% Bill Discount,2025-01-01
415,B,10% Bill Discount,2025-01-01
416,A,10% Bill Discount,2025-01-01
417,B,10% Bill Discount,2025-01-01
418,A,10% Bill Discount,2025-01-01
419,A,10% Bill Discount,2025-01-01
420,B,10% Bill Discount,2025-01-01
421,A,10% Bill Discount,2025-01-01
422,A,10% Bill Discount,2025-01-01
423,A,10% Bill Discount,2025-01-01
424,A,10% Bill Discount,2025-01-01
425,A,10% Bill Discount,2025-01-01
426,A,10% Bill Discount,2025-01-01
427,B,10% Bill Discount,2025-01-01
428,A,10% Bill Discount,2025-01-01
429,A,10% Bill Discount,2025-01-01
430,A,10% Bill Discount,2025-01-01
431,B,10% Bill Discount,2025-01-01
432,B,10% Bill Discount,2025-01-01
433,A,10% Bill Discount,2025-01-01
434,B,10% Bill Discount,2025-01-01
435,B,10% Bill Discount,2025-01-01
436,B,10% Bill Discount,2025-01-01
437,A,10% Bill Discount,2025-01-01
438,B,10% Bill Discount,2025-01-01
439,A,10% Bill Discount,2025-01-01
440,B,10% Bill Discount,2025-01-01
441,B,10% Bill Discount,2025-01-01
442,A,10% Bill Discount,2025-01-01
443,B,10% Bill Discount,2025-01-01
444,A,10% Bill Discount,2025-01-01
445,B,10% Bill Discount,2025-01-01
446,B,10% Bill Discount,2025-01-01
447,A,10% Bill Discount,2025-01-01
448,B,10% Bill Discount,2025-01-01
449,B,10% Bill Discount,2025-01-01
450,A,10% Bill Discount,2025-01-01
451,A,10% Bill Discount,2025-01-01
452,A,10% Bill Discount,2025-01-01
453,A,10% Bill Discount,2025-01-01
454,A,10% Bill Discount,2025-01-01
455,A,10% Bill Discount,2025-01-01
456,B,10% Bill Discount,2025-01-01
457,A,10% Bill Discount,2025-01-01
458,B,10% Bill Discount,2025-01-01
459,A,10% Bill Discount,2025-01-01
460,B,10% Bill Discount,2025-01-01
461,A,10% Bill Discount,2025-01-01
462,B,10% Bill Discount,2025-01-01
463,B,10% Bill Discount,2025-01-01
464,B,10% Bill Discount,2025-01-01
465,B,10% Bill Discount,2025-01-01
466,B,10% Bill Discount,2025-01-01
467,B,10% Bill Discount,2025-01-01
468,B,10% Bill Discount,2025-01-01
469,B,10% Bill Discount,2025-01-01
470,A,10% Bill Discount,2025-01-01
471,A,10% Bill Discount,2025-01-01
472,A,10% Bill Discount,2025-01-01
473,A,10% Bill Discount,2025-01-01
474,A,10% Bill Discount,2025-01-01
475,B,10% Bill Discount,2025-01-01
476,B,10% Bill Discount,2025-01-01
477,B,10% Bill Discount,2025-01-01
478,B,10% Bill Discount,2025-01-01
479,A,10% Bill Discount,2025-01-01
480,A,10% Bill Discount,2025-01-01
481,B,10% Bill Discount,2025-01-01
482,B,10% Bill Discount,2025-01-01
483,B,10% Bill Discount,2025-01-01
484,B,10% Bill Discount,2025-01-01
485,A,10% Bill Discount,2025-01-01
486,B,10% Bill Discount,2025-01-01
487,B,10% Bill Discount,2025-01-01
488,A,10% Bill Discount,2025-01-01
489,A,10% Bill Discount,2025-01-01
490,A,10% Bill Discount,2025-01-01
491,B,10% Bill Discount,2025-01-01
492,A,10% Bill Discount,2025-01-01
493,B,10% Bill Discount,2025-01-01
494,A,10% Bill Discount,2025-01-01
495,B,10% Bill Discount,2025-01-01
496,A,10% Bill Discount,2025-01-01
497,A,10% Bill Discount,2025-01-01
498,A,10% Bill Discount,2025-01-01
499,A,10% Bill Discount,2025-01-01
500,A,10% Bill Discount,2025-01-01
501,B,10% Bill Discount,2025-01-01
502,A,10% Bill Discount,2025-01-01
503,B,10% Bill Discount,2025-01-01
504,B,10% Bill Discount,2025-01-01
505,B,10% Bill Discount,2025-01-01
506,B,10% Bill Discount,2025-01-01
507,A,10% Bill Discount,2025-01-01
508,B,10% Bill Discount,2025-01-01
509,B,10% Bill Discount,2025-01-01
510,B,10% Bill Discount,2025-01-01
511,B,10% Bill Discount,2025-01-01
512,A,10% Bill Discount,2025-01-01
513,B,10% Bill Discount,2025-01-01
514,A,10% Bill Discount,2025-01-01
515,A,10% Bill Discount,2025-01-01
516,A,10% Bill Discount,2025-01-01
517,B,10% Bill Discount,2025-01-01
518,B,10% Bill Discount,2025-01-01
519,A,10% Bill Discount,2025-01-01
520,B,10% Bill Discount,2025-01-01
521,A,10% Bill Discount,2025-01-01
522,B,10% Bill Discount,2025-01-01
523,B,10% Bill Discount,2025-01-01
524,B,10% Bill Discount,2025-01-01
525,A,10% Bill Discount,2025-01-01
526,A,10% Bill Discount,2025-01-01
527,B,10% Bill Discount,2025-01-01
528,B,10% Bill Discount,2025-01-01
529,B,10% Bill Discount,2025-01-01
530,B,10% Bill Discount,2025-01-01
531,B,10% Bill Discount,2025-01-01
532,B,10% Bill Discount,2025-01-01
533,B,10% Bill Discount,2025-01-01
534,B,10% Bill Discount,2025-01-01
535,B,10% Bill Discount,2025-01-01
536,B,10% Bill Discount,2025-01-01
537,A,10% Bill Discount,2025-01-01
538,B,10% Bill Discount,2025-01-01
539,B,10% Bill Discount,2025-01-01
540,A,10% Bill Discount,2025-01-01
541,A,10% Bill Discount,2025-01-01
542,B,10% Bill Discount,2025-01-01
543,B,10% Bill Discount,2025-01-01
544,A,10% Bill Discount,2025-01-01
545,A,10% Bill Discount,2025-01-01
546,B,10% Bill Discount,2025-01-01
547,B,10% Bill Discount,2025-01-01
548,A,10% Bill Discount,2025-01-01
549,A,10% Bill Discount,2025-01-01
550,B,10% Bill Discount,2025-01-01
551,A,10% Bill Discount,2025-01-01
552,B,10% Bill Discount,2025-01-01
553,A,10% Bill Discount,2025-01-01
554,A,10% Bill Discount,2025-01-01
555,B,10% Bill Discount,2025-01-01
556,B,10% Bill Discount,2025-01-01
557,B,10% Bill Discount,2025-01-01
558,B,10% Bill Discount,2025-01-01
559,B,10% Bill Discount,2025-01-01
560,A,10% Bill Discount,2025-01-01
561,A,10% Bill Discount,2025-01-01
562,B,10% Bill Discount,2025-01-01
563,B,10% Bill Discount,2025-01-01
564,B,10% Bill Discount,2025-01-01
565,B,10% Bill Discount,2025-01-01
566,B,10% Bill Discount,2025-01-01
567,A,10% Bill Discount,2025-01-01
568,B,10% Bill Discount,2025-01-01
569,A,10% Bill Discount,2025-01-01
570,A,10% Bill Discount,2025-01-01
571,A,10% Bill Discount,2025-01-01
572,B,10% Bill Discount,2025-01-01
573,A,10% Bill Discount,2025-01-01
574,A,10% Bill Discount,2025-01-01
575,B,10% Bill Discount,2025-01-01
576,A,10% Bill Discount,2025-01-01
577,B,10% Bill Discount,2025-01-01
578,B,10% Bill Discount,2025-01-01
579,B,10% Bill Discount,2025-01-01
580,A,10% Bill Discount,2025-01-01
581,A,10% Bill Discount,2025-01-01
582,B,10% Bill Discount,2025-01-01
583,B,10% Bill Discount,2025-01-01
584,B,10% Bill Discount,2025-01-01
585,A,10% Bill Discount,2025-01-01
586,A,10% Bill Discount,2025-01-01
587,B,10% Bill Discount,2025-01-01
588,A,10% Bill Discount,2025-01-01
589,B,10% Bill Discount,2025-01-01
590,A,10% Bill Discount,2025-01-01
591,A,10% Bill Discount,2025-01-01
592,A,10% Bill Discount,2025-01-01
593,A,10% Bill Discount,2025-01-01
594,A,10% Bill Discount,2025-01-01
595,A,10% Bill Discount,2025-01-01
596,B,10% Bill Discount,2025-01-01
597,B,10% Bill Discount,2025-01-01
598,B,10% Bill Discount,2025-01-01
599,B,10% Bill Discount,2025-01-01
600,B,10% Bill Discount,2025-01-01
601,A,10% Bill Discount,2025-01-01
602,A,10% Bill Discount,2025-01-01
603,B,10% Bill Discount,2025-01-01
604,A,10% Bill Discount,2025-01-01
605,B,10% Bill Discount,2025-01-01
606,B,10% Bill Discount,2025-01-01
607,A,10% Bill Discount,2025-01-01
608,A,10% Bill Discount,2025-01-01
609,A,10% Bill Discount,2025-01-01
610,A,10% Bill Discount,2025-01-01
611,B,10% Bill Discount,2025-01-01
612,B,10% Bill Discount,2025-01-01
613,A,10% Bill Discount,2025-01-01
614,A,10% Bill Discount,2025-01-01
615,B,10% Bill Discount,2025-01-01
616,A,10% Bill Discount,2025-01-01
617,A,10% Bill Discount,2025-01-01
618,B,10% Bill Discount,2025-01-01
619,B,10% Bill Discount,2025-01-01
620,B,10% Bill Discount,2025-01-01
621,A,10% Bill Discount,2025-01-01
622,A,10% Bill Discount,2025-01-01
623,A,10% Bill Discount,2025-01-01
624,B,10% Bill Discount,2025-01-01
625,B,10% Bill Discount,2025-01-01
626,B,10% Bill Discount,2025-01-01
627,A,10% Bill Discount,2025-01-01
628,A,10% Bill Discount,2025-01-01
629,A,10% Bill Discount,2025-01-01
630,B,10% Bill Discount,2025-01-01
631,B,10% Bill Discount,2025-01-01
632,B,10% Bill Discount,2025-01-01
633,B,10% Bill Discount,2025-01-01
634,B,10% Bill Discount,2025-01-01
635,A,10% Bill Discount,2025-01-01
636,A,10% Bill Discount,2025-01-01
637,B,10% Bill Discount,2025-01-01
638,B,10% Bill Discount,2025-01-01
639,B,10% Bill Discount,2025-01-01
640,B,10% Bill Discount,2025-01-01
641,A,10% Bill Discount,2025-01-01
642,A,10% Bill Discount,2025-01-01
643,A,10% Bill Discount,2025-01-01
644,A,10% Bill Discount,2025-01-01
645,B,10% Bill Discount,2025-01-01
646,A,10% Bill Discount,2025-01-01
647,B,10% Bill Discount,2025-01-01
648,A,10% Bill Discount,2025-01-01
649,A,10% Bill Discount,2025-01-01
650,A,10% Bill Discount,2025-01-01
651,A,10% Bill Discount,2025-01-01
652,B,10% Bill Discount,2025-01-01
653,B,10% Bill Discount,2025-01-01
654,A,10% Bill Discount,2025-01-01
655,A,10% Bill Discount,2025-01-01
656,B,10% Bill Discount,2025-01-01
657,A,10% Bill Discount,2025-01-01
658,B,10% Bill Discount,2025-01-01
659,B,10% Bill Discount,2025-01-01
660,B,10% Bill Discount,2025-01-01
661,B,10% Bill Discount,2025-01-01
662,A,10% Bill Discount,2025-01-01
663,A,10% Bill Discount,2025-01-01
664,B,10% Bill Discount,2025-01-01
665,B,10% Bill Discount,2025-01-01
666,A,10% Bill Discount,2025-01-01
667,A,10% Bill Discount,2025-01-01
668,A,10% Bill Discount,2025-01-01
669,A,10% Bill Discount,2025-01-01
670,A,10% Bill Discount,2025-01-01
671,B,10% Bill Discount,2025-01-01
672,A,10% Bill Discount,2025-01-01
673,A,10% Bill Discount,2025-01-01
674,B,10% Bill Discount,2025-01-01
675,B,10% Bill Discount,2025-01-01
676,B,10% Bill Discount,2025-01-01
677,B,10% Bill Discount,2025-01-01
678,A,10% Bill Discount,2025-01-01
679,B,10% Bill Discount,2025-01-01
680,A,10% Bill Discount,2025-01-01
681,B,10% Bill Discount,2025-01-01
682,A,10% Bill Discount,2025-01-01
683,A,10% Bill Discount,2025-01-01
684,A,10% Bill Discount,2025-01-01
685,B,10% Bill Discount,2025-01-01
686,B,10% Bill Discount,2025-01-01
687,A,10% Bill Discount,2025-01-01
688,B,10% Bill Discount,2025-01-01
689,B,10% Bill Discount,2025-01-01
690,A,10% Bill Discount,2025-01-01
691,A,10% Bill Discount,2025-01-01
692,B,10% Bill Discount,2025-01-01
693,A,10% Bill Discount,2025-01-01
694,A,10% Bill Discount,2025-01-01
695,B,10% Bill Discount,2025-01-01
696,A,10% Bill Discount,2025-01-01
697,B,10% Bill Discount,2025-01-01
