customer_id,activity_month,churned,upgraded,revenue
87,2025-01-01,False,False,672.0
88,2025-01-01,False,False,635.0
89,2025-01-01,False,False,1063.0
90,2025-01-01,False,False,977.4
91,2025-01-01,False,False,554.0
92,2025-01-01,False,False,964.8
93,2025-01-01,False,False,364.5
94,2025-01-01,False,False,1041.0
95,2025-01-01,False,False,382.5
96,2025-01-01,False,False,636.0
97,2025-01-01,False,False,780.3
98,2025-01-01,False,False,762.0
99,2025-01-01,False,False,596.7
100,2025-01-01,False,False,806.0
101,2025-01-01,False,False,842.4
102,2025-01-01,False,False,629.1
103,2025-01-01,False,False,521.1
104,2025-01-01,False,False,932.0
105,2025-01-01,True,False,900.9
106,2025-01-01,False,False,975.0
107,2025-01-01,False,False,1163.0
108,2025-01-01,False,False,631.0
109,2025-01-01,False,False,953.1
110,2025-01-01,False,False,526.5
111,2025-01-01,False,False,772.2
112,2025-01-01,False,False,1154.0
113,2025-01-01,False,False,1000.8
114,2025-01-01,False,False,730.8
115,2025-01-01,False,False,457.0
116,2025-01-01,False,False,941.4
117,2025-01-01,False,False,700.2
118,2025-01-01,False,False,986.4
119,2025-01-01,False,False,424.8
120,2025-01-01,False,False,692.0
121,2025-01-01,True,False,762.3
122,2025-01-01,False,False,1139.0
123,2025-01-01,False,False,1180.0
124,2025-01-01,False,False,977.4
125,2025-01-01,False,False,751.5
126,2025-01-01,False,False,589.5
127,2025-01-01,False,False,497.0
128,2025-01-01,False,False,1175.0
129,2025-01-01,False,False,1128.0
130,2025-01-01,False,False,949.0
131,2025-01-01,False,False,884.0
132,2025-01-01,False,False,714.0
133,2025-01-01,False,True,1046.7
134,2025-01-01,False,False,739.0
135,2025-01-01,False,False,536.0
136,2025-01-01,False,False,652.0
137,2025-01-01,False,False,956.7
138,2025-01-01,False,False,582.0
139,2025-01-01,False,False,1071.9
140,2025-01-01,False,True,787.5
141,2025-01-01,False,False,1035.9
142,2025-01-01,False,False,642.0
143,2025-01-01,False,False,694.8
144,2025-01-01,False,False,1199.0
145,2025-01-01,False,False,475.0
146,2025-01-01,False,False,532.8
147,2025-01-01,False,False,598.5
148,2025-01-01,False,False,970.0
149,2025-01-01,False,False,661.5
150,2025-01-01,False,False,374.4
151,2025-01-01,False,True,419.0
152,2025-01-01,False,False,469.8
153,2025-01-01,False,False,1035.0
154,2025-01-01,False,False,1120.0
155,2025-01-01,False,False,900.9
156,2025-01-01,False,False,399.6
157,2025-01-01,False,False,489.0
158,2025-01-01,False,False,1104.0
159,2025-01-01,False,False,934.2
160,2025-01-01,False,False,647.1
161,2025-01-01,False,False,756.0
162,2025-01-01,False,False,529.2
163,2025-01-01,False,False,865.8
164,2025-01-01,False,False,473.4
165,2025-01-01,False,True,627.0
166,2025-01-01,False,False,728.0
167,2025-01-01,False,False,470.0
168,2025-01-01,False,False,934.0
169,2025-01-01,False,False,770.0
170,2025-01-01,False,False,453.0
171,2025-01-01,False,False,430.0
172,2025-01-01,False,False,865.8
173,2025-01-01,False,False,1054.8
174,2025-01-01,False,False,792.9
175,2025-01-01,False,False,907.0
176,2025-01-01,False,False,680.0
177,2025-01-01,False,False,653.4
178,2025-01-01,False,True,551.0
179,2025-01-01,False,False,633.0
180,2025-01-01,False,False,376.2
181,2025-01-01,False,False,787.0
182,2025-01-01,False,False,717.3
183,2025-01-01,False,False,837.9
184,2025-01-01,False,False,1117.0
185,2025-01-01,False,False,851.0
186,2025-01-01,False,False,1052.1
187,2025-01-01,False,False,663.0
188,2025-01-01,False,False,986.0
189,2025-01-01,False,False,723.6
190,2025-01-01,False,True,642.6
191,2025-01-01,False,False,725.0
192,2025-01-01,False,True,412.2
193,2025-01-01,False,False,946.0
194,2025-01-01,False,False,462.6
195,2025-01-01,False,False,900.0
196,2025-01-01,True,False,892.8
197,2025-01-01,False,False,944.0
198,2025-01-01,False,False,1021.0
199,2025-01-01,False,False,1176.0
200,2025-01-01,False,False,511.2
201,2025-01-01,False,False,786.6
202,2025-01-01,False,False,737.0
203,2025-01-01,False,False,583.0
204,2025-01-01,False,False,459.0
205,2025-01-01,False,False,429.3
206,2025-01-01,False,False,721.8
207,2025-01-01,False,False,645.0
208,2025-01-01,False,False,1171.0
209,2025-01-01,False,False,809.0
210,2025-01-01,False,False,860.0
211,2025-01-01,False,False,1097.0
212,2025-01-01,False,False,388.8
213,2025-01-01,False,False,1048.5
214,2025-01-01,False,False,930.6
215,2025-01-01,False,False,827.0
216,2025-01-01,False,False,826.0
217,2025-01-01,False,False,950.4
218,2025-01-01,False,False,685.8
219,2025-01-01,False,False,766.8
220,2025-01-01,False,False,512.0
221,2025-01-01,False,False,720.9
222,2025-01-01,False,False,1049.4
223,2025-01-01,False,False,1010.7
224,2025-01-01,False,False,767.7
225,2025-01-01,False,False,827.0
226,2025-01-01,False,False,846.9
227,2025-01-01,False,False,934.0
228,2025-01-01,False,False,1154.0
229,2025-01-01,False,False,960.3
230,2025-01-01,False,False,402.0
231,2025-01-01,False,False,644.4
232,2025-01-01,False,False,932.4
233,2025-01-01,False,False,680.0
234,2025-01-01,False,False,746.0
235,2025-01-01,False,False,647.1
236,2025-01-01,False,False,514.0
237,2025-01-01,False,False,811.0
238,2025-01-01,False,False,992.0
239,2025-01-01,False,False,1079.0
240,2025-01-01,False,False,409.5
241,2025-01-01,False,False,616.5
242,2025-01-01,False,True,581.4
243,2025-01-01,False,False,396.9
244,2025-01-01,False,False,414.0
245,2025-01-01,False,False,1056.0
246,2025-01-01,False,False,1117.0
247,2025-01-01,False,False,532.0
248,2025-01-01,False,False,396.0
249,2025-01-01,False,False,629.0
250,2025-01-01,False,False,497.0
251,2025-01-01,False,False,749.7
252,2025-01-01,False,False,751.5
253,2025-01-01,False,False,789.3
254,2025-01-01,False,False,535.5
255,2025-01-01,False,False,946.8
256,2025-01-01,False,False,510.3
257,2025-01-01,False,False,502.0
258,2025-01-01,False,False,797.4
259,2025-01-01,False,False,719.0
260,2025-01-01,False,False,918.9
261,2025-01-01,False,False,1054.0
262,2025-01-01,False,False,521.0
263,2025-01-01,False,False,1089.0
264,2025-01-01,False,False,1069.2
265,2025-01-01,False,False,522.0
266,2025-01-01,False,False,765.9
267,2025-01-01,False,False,416.7
268,2025-01-01,False,False,1124.0
269,2025-01-01,False,False,765.9
270,2025-01-01,False,False,1074.0
271,2025-01-01,False,False,465.0
272,2025-01-01,False,False,456.0
273,2025-01-01,False,False,502.2
274,2025-01-01,False,False,420.3
275,2025-01-01,False,False,406.8
276,2025-01-01,False,False,986.4
277,2025-01-01,False,False,738.0
278,2025-01-01,False,False,387.9
279,2025-01-01,False,True,578.7
280,2025-01-01,False,False,1049.4
281,2025-01-01,False,False,456.0
282,2025-01-01,False,False,1070.1
283,2025-01-01,False,False,462.6
284,2025-01-01,False,False,554.4
285,2025-01-01,False,False,1048.5
286,2025-01-01,False,False,506.7
287,2025-01-01,False,False,1085.0
288,2025-01-01,False,False,683.0
289,2025-01-01,True,False,840.6
290,2025-01-01,False,False,953.0
291,2025-01-01,False,False,535.5
292,2025-01-01,False,False,397.8
293,2025-01-01,False,False,658.8
294,2025-01-01,True,False,492.0
295,2025-01-01,False,False,565.0
296,2025-01-01,False,False,1014.0
297,2025-01-01,False,False,651.6
298,2025-01-01,False,False,627.3
299,2025-01-01,False,False,815.4
300,2025-01-01,False,False,1038.6
301,2025-01-01,False,False,480.0
302,2025-01-01,False,False,549.0
303,2025-01-01,False,False,452.7
304,2025-01-01,False,False,455.0
305,2025-01-01,False,False,837.9
306,2025-01-01,False,False,755.1
307,2025-01-01,False,False,573.3
308,2025-01-01,False,False,443.0
309,2025-01-01,False,False,733.0
310,2025-01-01,False,False,559.8
311,2025-01-01,False,False,414.9
312,2025-01-01,False,False,484.2
313,2025-01-01,False,False,1049.4
314,2025-01-01,False,False,682.0
315,2025-01-01,False,False,1022.0
316,2025-01-01,False,False,765.0
317,2025-01-01,False,False,527.0
318,2025-01-01,False,False,591.0
319,2025-01-01,False,False,947.7
320,2025-01-01,False,False,1035.0
321,2025-01-01,False,False,982.0
322,2025-01-01,False,False,434.0
323,2025-01-01,False,False,615.0
324,2025-01-01,False,False,489.6
325,2025-01-01,False,False,477.9
326,2025-01-01,False,False,581.4
327,2025-01-01,False,False,973.0
328,2025-01-01,False,False,571.0
329,2025-01-01,False,False,1073.0
330,2025-01-01,False,False,879.3
331,2025-01-01,False,False,449.0
332,2025-01-01,False,False,510.3
333,2025-01-01,False,False,670.5
334,2025-01-01,False,False,981.9
335,2025-01-01,False,False,906.0
336,2025-01-01,False,False,872.0
337,2025-01-01,False,False,783.0
338,2025-01-01,False,False,629.0
339,2025-01-01,False,False,1032.3
340,2025-01-01,False,True,574.2
341,2025-01-01,False,False,660.6
342,2025-01-01,False,False,719.1
343,2025-01-01,False,False,862.2
344,2025-01-01,False,False,1185.0
345,2025-01-01,False,False,984.6
346,2025-01-01,False,False,929.7
347,2025-01-01,False,False,880.0
348,2025-01-01,False,False,440.0
349,2025-01-01,False,False,907.2
350,2025-01-01,False,False,1058.4
351,2025-01-01,False,False,405.9
352,2025-01-01,False,False,1037.7
353,2025-01-01,False,False,934.0
354,2025-01-01,False,False,454.0
355,2025-01-01,False,False,965.0
356,2025-01-01,False,False,659.0
357,2025-01-01,False,False,1006.2
358,2025-01-01,False,False,420.0
359,2025-01-01,False,False,519.3
360,2025-01-01,False,False,370.8
361,2025-01-01,False,False,822.0
362,2025-01-01,False,False,511.2
363,2025-01-01,False,False,950.0
364,2025-01-01,False,False,971.1
365,2025-01-01,False,False,1195.0
366,2025-01-01,False,False,703.8
367,2025-01-01,False,False,758.0
368,2025-01-01,False,False,836.1
369,2025-01-01,False,False,547.2
370,2025-01-01,False,False,714.0
371,2025-01-01,False,False,1039.0
372,2025-01-01,False,False,495.0
373,2025-01-01,False,False,915.3
374,2025-01-01,False,False,474.3
375,2025-01-01,False,False,1021.0
376,2025-01-01,False,False,838.8
377,2025-01-01,False,False,1186.0
378,2025-01-01,False,False,830.7
379,2025-01-01,False,False,1081.0
380,2025-01-01,False,False,1067.0
381,2025-01-01,False,False,665.1
382,2025-01-01,True,False,481.0
383,2025-01-01,False,False,792.9
384,2025-01-01,False,False,503.0
385,2025-01-01,False,False,966.6
386,2025-01-01,False,False,446.0
387,2025-01-01,False,False,1155.0
388,2025-01-01,False,True,657.9
389,2025-01-01,False,False,801.9
390,2025-01-01,False,False,858.6
391,2025-01-01,False,False,1067.0
392,2025-01-01,False,False,965.7
393,2025-01-01,False,False,1039.0
394,2025-01-01,False,False,723.6
395,2025-01-01,False,False,768.0
396,2025-01-01,False,False,723.6
397,2025-01-01,False,False,603.0
398,2025-01-01,False,False,682.0
399,2025-01-01,False,False,1093.0
400,2025-01-01,False,False,492.3
401,2025-01-01,False,False,530.0
402,2025-01-01,False,False,895.5
403,2025-01-01,False,False,782.0
404,2025-01-01,False,False,516.6
405,2025-01-01,False,False,636.0
406,2025-01-01,False,False,600.3
407,2025-01-01,False,True,745.2
408,2025-01-01,False,False,742.0
409,2025-01-01,False,False,1028.0
410,2025-01-01,False,False,854.0
411,2025-01-01,False,False,1071.9
412,2025-01-01,False,False,427.0
413,2025-01-01,False,False,766.8
414,2025-01-01,False,False,949.5
415,2025-01-01,False,False,869.4
416,2025-01-01,False,False,1157.0
417,2025-01-01,False,False,903.6
418,2025-01-01,False,False,837.0
419,2025-01-01,False,False,837.0
420,2025-01-01,False,False,459.9
421,2025-01-01,False,False,732.0
422,2025-01-01,False,False,626.0
423,2025-01-01,False,False,615.0
424,2025-01-01,False,False,757.0
425,2025-01-01,False,False,642.0
426,2025-01-01,False,False,408.0
427,2025-01-01,False,False,714.6
428,2025-01-01,False,False,430.0
429,2025-01-01,False,False,549.0
430,2025-01-01,False,False,1166.0
431,2025-01-01,False,False,735.3
432,2025-01-01,False,False,684.9
433,2025-01-01,False,False,1116.0
434,2025-01-01,False,False,644.4
435,2025-01-01,False,True,616.5
436,2025-01-01,False,False,544.5
437,2025-01-01,False,False,531.0
438,2025-01-01,False,False,958.5
439,2025-01-01,False,False,682.0
440,2025-01-01,False,False,425.7
441,2025-01-01,False,False,752.4
442,2025-01-01,False,False,1025.0
443,2025-01-01,False,False,522.9
444,2025-01-01,False,False,791.0
445,2025-01-01,False,False,516.6
446,2025-01-01,False,False,375.3
447,2025-01-01,False,False,992.0
448,2025-01-01,False,False,781.2
449,2025-01-01,True,False,1068.3
450,2025-01-01,False,False,910.0
451,2025-01-01,False,False,569.0
452,2025-01-01,False,False,845.0
453,2025-01-01,False,False,873.0
454,2025-01-01,False,False,453.0
455,2025-01-01,False,False,410.0
456,2025-01-01,False,False,407.7
457,2025-01-01,True,False,728.0
458,2025-01-01,False,False,954.0
459,2025-01-01,False,False,1158.0
460,2025-01-01,False,False,962.1
461,2025-01-01,False,False,1133.0
462,2025-01-01,False,False,594.9
463,2025-01-01,False,True,501.3
464,2025-01-01,False,False,405.0
465,2025-01-01,False,False,587.7
466,2025-01-01,False,False,965.7
467,2025-01-01,False,True,817.2
468,2025-01-01,False,False,833.4
469,2025-01-01,False,False,873.0
470,2025-01-01,False,False,1076.0
471,2025-01-01,False,True,452.0
472,2025-01-01,False,False,806.0
473,2025-01-01,False,False,590.0
474,2025-01-01,True,False,603.0
475,2025-01-01,False,False,1022.4
476,2025-01-01,False,False,414.0
477,2025-01-01,False,False,515.7
478,2025-01-01,False,False,876.6
479,2025-01-01,False,False,708.0
480,2025-01-01,False,False,1009.0
481,2025-01-01,False,False,457.2
482,2025-01-01,False,False,946.8
483,2025-01-01,False,False,891.0
484,2025-01-01,False,False,441.0
485,2025-01-01,False,False,744.0
486,2025-01-01,False,False,471.6
487,2025-01-01,False,False,1030.5
488,2025-01-01,True,False,664.0
489,2025-01-01,False,False,847.0
490,2025-01-01,False,False,462.0
491,2025-01-01,False,False,584.1
492,2025-01-01,False,False,1106.0
493,2025-01-01,False,False,1044.0
494,2025-01-01,False,False,1170.0
495,2025-01-01,False,False,837.0
496,2025-01-01,False,False,442.0
497,2025-01-01,False,False,1101.0
498,2025-01-01,False,False,878.0
499,2025-01-01,False,False,940.0
500,2025-01-01,False,False,1063.0
501,2025-01-01,False,False,827.1
502,2025-01-01,False,False,777.0
503,2025-01-01,False,False,1029.6
504,2025-01-01,False,False,462.6
505,2025-01-01,False,False,850.5
506,2025-01-01,False,False,786.6
507,2025-01-01,False,False,793.0
508,2025-01-01,False,False,434.7
509,2025-01-01,False,False,734.4
510,2025-01-01,False,False,999.9
511,2025-01-01,False,False,485.1
512,2025-01-01,False,False,637.0
513,2025-01-01,False,False,398.7
514,2025-01-01,False,False,1027.0
515,2025-01-01,False,False,1174.0
516,2025-01-01,False,False,674.0
517,2025-01-01,False,True,1044.9
518,2025-01-01,False,False,873.9
519,2025-01-01,False,False,617.0
520,2025-01-01,False,False,968.4
521,2025-01-01,False,False,467.0
522,2025-01-01,False,False,947.7
523,2025-01-01,False,False,882.0
524,2025-01-01,False,False,494.1
525,2025-01-01,False,False,1009.0
526,2025-01-01,False,False,721.0
527,2025-01-01,False,False,616.5
528,2025-01-01,False,False,397.8
529,2025-01-01,False,False,378.0
530,2025-01-01,False,False,946.8
531,2025-01-01,False,False,635.4
532,2025-01-01,False,True,970.2
533,2025-01-01,False,False,386.1
534,2025-01-01,False,False,656.1
535,2025-01-01,False,False,591.3
536,2025-01-01,False,False,810.0
537,2025-01-01,False,False,1077.0
538,2025-01-01,False,False,902.7
539,2025-01-01,False,False,378.0
540,2025-01-01,False,False,471.0
541,2025-01-01,False,False,954.0
542,2025-01-01,False,False,776.7
543,2025-01-01,False,False,418.5
544,2025-01-01,False,False,1104.0
545,2025-01-01,False,False,538.0
546,2025-01-01,False,False,798.3
547,2025-01-01,False,False,980.1
548,2025-01-01,False,False,849.0
549,2025-01-01,False,False,1171.0
550,2025-01-01,False,False,751.5
551,2025-01-01,True,False,974.0
552,2025-01-01,False,False,1040.4
553,2025-01-01,False,False,867.0
554,2025-01-01,False,False,707.0
555,2025-01-01,False,False,854.1
556,2025-01-01,False,False,770.4
557,2025-01-01,False,False,648.9
558,2025-01-01,False,False,620.1
559,2025-01-01,False,False,1079.1
560,2025-01-01,False,False,1182.0
561,2025-01-01,False,False,471.0
562,2025-01-01,False,False,406.8
563,2025-01-01,False,False,710.1
564,2025-01-01,False,False,575.1
565,2025-01-01,False,False,408.6
566,2025-01-01,True,False,1068.3
567,2025-01-01,False,False,779.0
568,2025-01-01,False,False,796.5
569,2025-01-01,False,False,627.0
570,2025-01-01,False,False,833.0
571,2025-01-01,False,False,1153.0
572,2025-01-01,True,False,520.2
573,2025-01-01,False,False,1146.0
574,2025-01-01,False,False,1141.0
575,2025-01-01,False,False,638.1
576,2025-01-01,False,True,577.0
577,2025-01-01,False,False,515.7
578,2025-01-01,False,False,1056.6
579,2025-01-01,False,False,606.6
580,2025-01-01,True,False,533.0
581,2025-01-01,False,False,620.0
582,2025-01-01,False,False,533.7
583,2025-01-01,False,False,639.0
584,2025-01-01,False,False,987.3
585,2025-01-01,False,False,601.0
586,2025-01-01,False,False,880.0
587,2025-01-01,False,False,765.0
588,2025-01-01,False,True,840.0
589,2025-01-01,False,False,612.0
590,2025-01-01,False,False,924.0
591,2025-01-01,True,False,783.0
592,2025-01-01,False,False,413.0
593,2025-01-01,False,False,570.0
594,2025-01-01,False,False,470.0
595,2025-01-01,False,False,791.0
596,2025-01-01,False,False,1022.4
597,2025-01-01,False,False,728.1
598,2025-01-01,False,False,582.3
599,2025-01-01,False,False,699.3
600,2025-01-01,False,False,405.9
601,2025-01-01,False,False,784.0
602,2025-01-01,False,False,626.0
603,2025-01-01,False,False,612.9
604,2025-01-01,False,False,805.0
605,2025-01-01,False,False,449.1
606,2025-01-01,False,False,803.7
607,2025-01-01,False,False,1112.0
608,2025-01-01,False,False,539.0
609,2025-01-01,False,False,826.0
610,2025-01-01,False,False,1047.0
611,2025-01-01,False,False,460.8
612,2025-01-01,False,False,1054.8
613,2025-01-01,True,False,696.0
614,2025-01-01,False,False,840.0
615,2025-01-01,False,False,439.2
616,2025-01-01,False,False,930.0
617,2025-01-01,False,False,779.0
618,2025-01-01,False,False,445.5
619,2025-01-01,False,False,363.6
620,2025-01-01,False,True,560.7
621,2025-01-01,False,False,1078.0
622,2025-01-01,False,False,928.0
623,2025-01-01,False,False,677.0
624,2025-01-01,False,False,592.2
625,2025-01-01,False,False,559.8
626,2025-01-01,False,False,882.0
627,2025-01-01,False,False,980.0
628,2025-01-01,False,True,458.0
629,2025-01-01,False,False,1038.0
630,2025-01-01,False,False,630.0
631,2025-01-01,False,False,1011.6
632,2025-01-01,False,False,645.3
633,2025-01-01,False,False,431.1
634,2025-01-01,False,False,699.3
635,2025-01-01,False,False,799.0
636,2025-01-01,False,False,524.0
637,2025-01-01,False,False,907.2
638,2025-01-01,False,False,883.8
639,2025-01-01,False,False,952.2
640,2025-01-01,False,False,600.3
641,2025-01-01,False,False,854.0
642,2025-01-01,False,False,1164.0
643,2025-01-01,False,False,851.0
644,2025-01-01,False,False,670.0
645,2025-01-01,False,False,388.8
646,2025-01-01,False,False,1069.0
647,2025-01-01,False,False,837.9
648,2025-01-01,False,False,1093.0
649,2025-01-01,False,False,1189.0
650,2025-01-01,False,False,474.0
651,2025-01-01,False,False,417.0
652,2025-01-01,False,False,578.7
653,2025-01-01,False,False,803.7
654,2025-01-01,False,False,470.0
655,2025-01-01,False,False,894.0
656,2025-01-01,False,False,508.5
657,2025-01-01,False,False,1030.0
658,2025-01-01,False,False,471.6
659,2025-01-01,False,False,577.8
660,2025-01-01,False,False,585.9
661,2025-01-01,False,False,488.7
662,2025-01-01,False,False,436.0
663,2025-01-01,False,False,1057.0
664,2025-01-01,False,False,849.6
665,2025-01-01,False,False,394.2
666,2025-01-01,False,False,1092.0
667,2025-01-01,False,False,939.0
668,2025-01-01,False,False,410.0
669,2025-01-01,False,False,607.0
670,2025-01-01,True,False,975.0
671,2025-01-01,False,False,567.0
672,2025-01-01,False,False,994.0
673,2025-01-01,False,False,945.0
674,2025-01-01,False,False,759.6
675,2025-01-01,False,False,510.3
676,2025-01-01,False,False,543.6
677,2025-01-01,False,False,547.2
678,2025-01-01,False,True,958.0
679,2025-01-01,False,False,821.7
680,2025-01-01,False,False,1121.0
681,2025-01-01,False,False,1032.3
682,2025-01-01,False,False,661.0
683,2025-01-01,False,False,661.0
684,2025-01-01,False,True,1199.0
685,2025-01-01,False,False,771.3
686,2025-01-01,False,False,446.4
687,2025-01-01,False,False,1093.0
688,2025-01-01,False,False,363.6
689,2025-01-01,True,False,467.1
690,2025-01-01,False,False,778.0
691,2025-01-01,False,False,942.0
692,2025-01-01,False,False,742.5
693,2025-01-01,False,False,646.0
694,2025-01-01,False,False,610.0
695,2025-01-01,False,False,559.8
696,2025-01-01,False,False,497.0
697,2025-01-01,False,False,821.7
698,2025-01-01,False,False,1176.0
699,2025-01-01,False,False,879.3
700,2025-01-01,False,False,1185.0
701,2025-01-01,False,False,826.0
702,2025-01-01,False,False,780.0
703,2025-01-01,False,False,647.0
704,2025-01-01,False,False,458.1
705,2025-01-01,False,True,625.5
706,2025-01-01,False,False,981.9
707,2025-01-01,False,False,562.5
708,2025-01-01,False,False,820.8
709,2025-01-01,False,False,843.0
710,2025-01-01,False,False,923.4
711,2025-01-01,False,False,639.9
712,2025-01-01,False,False,408.0
713,2025-01-01,False,False,815.4
714,2025-01-01,False,False,621.0
715,2025-01-01,False,False,438.0
716,2025-01-01,False,False,678.6
717,2025-01-01,False,False,1184.0
718,2025-01-01,False,False,629.0
719,2025-01-01,False,False,844.0
720,2025-01-01,False,False,710.1
721,2025-01-01,False,False,506.7
722,2025-01-01,False,False,833.4
723,2025-01-01,False,False,476.0
724,2025-01-01,False,False,481.0
725,2025-01-01,False,False,1048.0
726,2025-01-01,False,False,1199.0
727,2025-01-01,False,False,581.0
728,2025-01-01,False,False,514.8
729,2025-01-01,False,False,655.0
730,2025-01-01,False,False,840.0
731,2025-01-01,False,False,1074.6
732,2025-01-01,True,False,1187.0
733,2025-01-01,False,False,867.6
734,2025-01-01,True,False,1016.1
735,2025-01-01,False,False,933.0
736,2025-01-01,True,True,836.1
737,2025-01-01,False,False,917.1
738,2025-01-01,False,False,654.0
739,2025-01-01,False,False,770.0
740,2025-01-01,False,False,894.6
741,2025-01-01,False,False,919.0
742,2025-01-01,False,False,423.0
743,2025-01-01,False,False,797.4
744,2025-01-01,False,False,1183.0
745,2025-01-01,False,False,665.0
746,2025-01-01,False,False,464.0
747,2025-01-01,False,False,847.0
748,2025-01-01,False,False,1052.0
749,2025-01-01,False,False,569.0
750,2025-01-01,False,True,518.4
751,2025-01-01,False,False,608.4
752,2025-01-01,False,False,438.3
753,2025-01-01,False,False,802.8
754,2025-01-01,False,False,898.2
755,2025-01-01,False,False,563.4
756,2025-01-01,False,False,983.0
757,2025-01-01,False,False,788.4
758,2025-01-01,False,False,702.9
759,2025-01-01,False,False,965.0
760,2025-01-01,False,False,965.0
761,2025-01-01,False,False,974.0
762,2025-01-01,False,False,400.0
763,2025-01-01,False,False,1012.5
764,2025-01-01,False,False,478.8
765,2025-01-01,False,False,941.4
766,2025-01-01,False,False,834.0
767,2025-01-01,False,False,668.0
768,2025-01-01,False,False,891.0
769,2025-01-01,False,False,852.0
770,2025-01-01,False,False,1166.0
771,2025-01-01,False,False,639.9
772,2025-01-01,False,False,990.0
773,2025-01-01,False,False,820.0
774,2025-01-01,False,False,816.3
775,2025-01-01,False,False,650.0
776,2025-01-01,False,False,698.4
777,2025-01-01,False,False,1086.0
778,2025-01-01,False,False,620.0
779,2025-01-01,False,False,720.9
780,2025-01-01,False,False,532.8
781,2025-01-01,False,False,1177.0
782,2025-01-01,False,False,497.7
783,2025-01-01,False,False,657.0
784,2025-01-01,False,False,954.9
785,2025-01-01,False,False,653.4
786,2025-01-01,False,False,911.7
787,2025-01-01,False,False,890.1
788,2025-01-01,False,False,838.8
789,2025-01-01,False,False,846.9
790,2025-01-01,False,False,977.4
791,2025-01-01,False,False,1124.0
792,2025-01-01,False,False,731.0
793,2025-01-01,False,False,691.0
794,2025-01-01,False,False,479.0
795,2025-01-01,False,False,656.0
796,2025-01-01,False,False,746.0
797,2025-01-01,False,False,485.0
798,2025-01-01,False,False,918.0
799,2025-01-01,False,False,398.7
800,2025-01-01,False,False,499.0
801,2025-01-01,False,False,987.0
802,2025-01-01,False,False,741.0
803,2025-01-01,False,True,962.0
804,2025-01-01,False,False,1053.9
805,2025-01-01,False,False,759.0
806,2025-01-01,False,False,808.0
807,2025-01-01,False,False,842.0
808,2025-01-01,False,False,529.2
809,2025-01-01,False,False,688.5
810,2025-01-01,False,False,406.8
811,2025-01-01,False,False,925.2
812,2025-01-01,False,False,965.7
