"customer_id","experiment_group","churned","total_revenue"
19406,B,0,2205.00
4748,B,1,1282.00
12967,B,0,3146.00
14168,C,0,2293.00
4891,B,0,2093.00
2358,B,0,2657.00
16246,B,0,2404.00
4440,B,0,2535.00
16593,C,0,2751.00
4688,B,1,689.00
348,B,0,2863.00
13788,B,0,2690.00
10837,C,0,2746.00
15330,B,0,2844.00
4290,C,0,2685.00
14317,B,0,2711.00
13974,C,0,2742.00
3812,B,0,2816.00
18474,B,0,2336.00
2463,C,0,3177.00
16436,C,0,2701.00
7552,B,0,3056.00
6452,C,0,2829.00
10746,C,0,3047.00
12943,B,0,2562.00
8697,C,0,2708.00
10461,C,0,2927.00
8410,B,0,2441.00
13246,C,0,2381.00
2455,C,0,2601.00
16597,B,0,2715.00
13511,B,0,2800.00
6629,C,0,2801.00
19258,B,0,2874.00
17398,C,0,3418.00
8473,B,0,3386.00
279,C,0,2806.00
6184,C,0,2575.00
9605,C,0,2709.00
1946,C,0,2106.00
913,C,0,2246.00
11709,B,0,2516.00
18389,C,0,3290.00
10744,C,0,2267.00
9304,C,0,2935.00
14271,C,0,2675.00
11331,C,0,2849.00
3869,C,0,2759.00
5145,B,0,2791.00
4350,C,0,2208.00
10925,C,0,3309.00
8260,C,0,2784.00
4638,C,0,2358.00
4124,C,0,2790.00
16089,C,0,2467.00
3333,B,0,2794.00
18475,C,0,2878.00
9220,B,0,2327.00
6590,C,0,2470.00
14136,B,1,1612.00
2506,B,1,2260.00
6143,B,0,2935.00
4623,B,0,2241.00
15799,B,0,2789.00
929,C,0,2800.00
6635,C,0,3036.00
2448,B,0,2095.00
1827,B,0,2315.00
16852,B,0,2309.00
1580,C,0,2495.00
13255,B,0,3353.00
4882,B,0,2881.00
15790,C,0,2123.00
13889,B,0,2458.00
9217,C,0,2266.00
5494,B,0,2823.00
7201,B,0,2348.00
10475,C,0,2784.00
9271,B,0,2558.00
19280,B,0,2911.00
15471,B,0,3005.00
7142,B,0,2443.00
19100,C,0,2518.00
9002,C,0,2580.00
6576,C,0,2447.00
10259,C,0,2649.00
2595,B,0,2549.00
6958,C,0,3368.00
17085,C,0,2793.00
12738,C,0,2882.00
11405,C,0,2901.00
2045,C,0,2794.00
1907,C,0,2337.00
7593,C,0,2535.00
17746,B,0,2638.00
14151,C,0,2638.00
13500,C,0,3201.00
1232,B,0,2738.00
10871,B,0,3053.00
2517,B,0,3168.00
16155,C,0,3295.00
12659,C,0,3098.00
1513,C,0,2286.00
16692,B,0,2624.00
4222,C,0,2944.00
13620,B,0,2640.00
533,C,0,3114.00
7124,C,0,2712.00
4101,C,0,2719.00
15107,B,0,2932.00
6733,C,0,2635.00
9812,C,0,2907.00
1034,B,0,2709.00
15761,B,0,2394.00
18252,B,0,2865.00
7646,C,0,2792.00
14808,C,0,2394.00
3301,B,0,3007.00
17105,B,1,638.00
15114,B,0,1916.00
19432,B,0,2718.00
14592,C,0,2638.00
4029,C,0,2893.00
15793,B,0,2634.00
12399,C,0,2376.00
7741,C,0,2752.00
994,C,0,3126.00
3256,B,1,1188.00
3135,B,0,2384.00
14775,C,0,2133.00
9946,B,0,2638.00
133,B,0,2555.00
4611,B,0,3183.00
17462,B,0,3474.00
1538,C,0,2942.00
16335,C,0,3232.00
19172,C,0,2313.00
7153,C,0,2968.00
12329,C,0,2860.00
8241,C,0,2757.00
16943,B,0,2489.00
15700,B,0,2320.00
1754,B,0,3029.00
6894,B,0,2577.00
6511,B,0,3137.00
9477,C,0,2886.00
6050,C,0,3010.00
5365,C,0,2573.00
9540,C,0,3112.00
9794,B,1,1904.00
8702,C,0,3002.00
6939,B,0,2534.00
2664,C,0,2037.00
8907,C,0,2514.00
16182,C,0,2751.00
14669,C,0,2896.00
7512,C,0,2752.00
10850,B,0,2766.00
17522,C,0,2572.00
17382,C,0,3285.00
10561,B,1,2459.00
1535,B,0,2562.00
10200,B,0,2742.00
8896,B,0,2745.00
6661,C,0,2835.00
12864,B,0,2496.00
7222,B,0,2432.00
2950,C,0,3041.00
2668,C,0,2645.00
13329,B,0,3156.00
6045,C,0,2914.00
13304,C,0,3330.00
17526,C,0,2749.00
16533,B,0,2686.00
12636,B,1,1883.00
8417,C,0,2586.00
10335,B,0,2593.00
7420,C,0,2415.00
11757,C,0,3228.00
11,B,0,2929.00
3304,B,0,2627.00
1603,B,0,2535.00
3761,B,0,2657.00
4069,C,0,3091.00
13084,C,0,2818.00
4726,B,0,3049.00
2750,C,0,2413.00
17025,C,0,2761.00
13335,B,0,3316.00
11039,C,0,2033.00
18583,B,0,2534.00
17269,B,0,2335.00
12152,B,0,2789.00
4742,B,0,2693.00
8863,C,0,3241.00
7500,C,0,3225.00
4434,C,0,3073.00
6860,C,0,2235.00
13718,C,0,2155.00
5247,C,0,2933.00
10269,B,0,2531.00
9953,B,0,3151.00
542,C,0,2392.00
10783,C,0,2374.00
18045,C,0,3138.00
15588,B,0,2922.00
3819,C,0,2793.00
518,C,0,2358.00
16414,C,0,2779.00
13391,B,0,2093.00
18271,B,0,2369.00
6165,B,0,2254.00
15690,C,0,2843.00
9289,B,0,2593.00
6488,B,1,1830.00
15269,B,0,2892.00
17921,B,0,2536.00
17130,C,0,2825.00
3609,C,0,3084.00
57,B,0,2318.00
9159,C,0,3106.00
4795,B,0,2443.00
506,B,0,2827.00
13221,B,0,2595.00
7251,C,0,2500.00
1523,B,0,2665.00
521,C,0,3235.00
12630,C,0,2907.00
4723,B,1,2804.00
6183,B,1,2506.00
10097,C,0,2969.00
2726,B,0,2155.00
2451,B,1,929.00
18337,C,0,2760.00
18140,C,0,2753.00
13777,B,0,2869.00
15803,C,0,2457.00
9194,C,0,2714.00
2447,B,0,2459.00
14809,C,0,2613.00
2518,B,0,2841.00
522,B,0,2906.00
18124,C,0,2803.00
17010,C,0,2452.00
12086,B,0,2859.00
10751,B,0,1981.00
843,B,0,2566.00
14582,B,0,2201.00
3862,C,0,2626.00
10341,B,0,2684.00
19077,C,0,2657.00
5652,C,0,2388.00
5081,B,0,2994.00
19247,C,0,2086.00
17288,B,0,2886.00
13130,B,0,3005.00
14176,C,0,2992.00
9921,B,0,2751.00
3083,B,0,2450.00
8011,C,0,2026.00
7060,C,0,2423.00
2297,B,0,2287.00
14621,C,0,2708.00
940,C,0,3004.00
8525,C,0,3274.00
14919,C,0,2922.00
14583,B,0,2929.00
11464,B,0,2866.00
30,B,0,2762.00
11202,B,0,2891.00
11017,C,0,2634.00
10655,B,0,2364.00
18114,C,0,2594.00
15605,B,0,2451.00
7173,B,0,3056.00
17947,B,0,2425.00
17939,C,0,2217.00
11573,B,0,2591.00
19098,C,0,2819.00
12758,C,0,2234.00
16927,B,0,2701.00
12131,C,0,2600.00
13634,C,0,2832.00
3772,C,0,2555.00
252,B,0,2353.00
12735,B,0,2731.00
2821,C,0,2743.00
8644,B,0,2837.00
3402,B,1,2160.00
5104,B,0,2242.00
812,C,0,2938.00
8972,C,0,2510.00
5017,B,0,3196.00
9986,C,0,2442.00
8832,B,0,2831.00
4468,B,0,2631.00
2284,B,0,2621.00
9554,C,0,2768.00
18328,B,0,2169.00
1995,C,0,2183.00
12208,C,0,2402.00
9455,C,0,2442.00
10421,B,0,2616.00
8629,B,0,2215.00
17963,B,0,3103.00
5202,C,0,2851.00
8128,C,0,2452.00
261,C,0,2751.00
9470,B,0,2382.00
8170,B,0,2448.00
12842,C,0,2654.00
19078,B,0,2519.00
13103,B,0,2722.00
10582,C,0,2685.00
1388,B,0,2348.00
10718,B,0,2522.00
10887,B,0,2808.00
6385,B,0,3248.00
13544,C,0,2366.00
7615,B,0,2379.00
12116,B,0,2481.00
10115,B,0,2759.00
18190,C,0,2677.00
9254,B,0,3170.00
6510,C,0,2796.00
7239,C,0,3000.00
11744,C,0,2440.00
5608,C,0,2745.00
7606,C,0,2545.00
5675,C,0,2609.00
13855,B,0,2848.00
4054,C,0,2869.00
12631,B,0,3378.00
10539,C,0,2945.00
6085,B,0,3119.00
9726,C,0,2396.00
7619,C,0,2382.00
9778,C,0,2490.00
14189,B,0,2645.00
264,C,0,2740.00
14094,C,0,2201.00
1560,C,0,2979.00
15239,B,0,2854.00
14993,B,0,2736.00
7670,B,0,2769.00
18007,B,0,2649.00
874,B,0,3068.00
4135,C,0,2260.00
17208,B,0,2380.00
13285,C,0,2276.00
18618,C,0,2906.00
15470,C,0,2123.00
4708,B,0,2690.00
8840,B,1,1195.00
13143,B,0,2917.00
705,B,0,2374.00
15891,B,0,2401.00
7695,C,0,3244.00
14776,C,0,2717.00
17022,B,0,2672.00
3704,C,0,2472.00
13567,B,0,2875.00
6983,C,0,2463.00
3997,B,0,3044.00
13361,B,0,2976.00
18584,C,0,2402.00
14742,C,0,3134.00
8716,C,0,3439.00
4789,B,0,3281.00
8169,B,0,2872.00
5872,B,0,2759.00
15620,B,0,2148.00
16760,C,0,3319.00
19260,B,0,2863.00
5246,C,0,2997.00
4936,B,0,2542.00
839,C,0,2144.00
10941,C,0,3223.00
8303,C,0,2609.00
12902,B,1,1579.00
17147,C,0,2064.00
17488,C,0,2062.00
19114,B,0,2925.00
15610,C,0,3033.00
8250,C,0,2940.00
5465,B,0,2494.00
3387,B,0,3000.00
14081,B,0,2712.00
18845,C,0,2488.00
13043,C,0,2797.00
14420,B,0,2925.00
1562,B,0,2713.00
19036,B,0,2846.00
2801,C,0,2845.00
7066,C,0,2980.00
16039,C,0,2767.00
18530,C,0,2829.00
3040,C,0,3079.00
14512,C,0,2369.00
6012,C,0,2675.00
5438,C,0,2687.00
16721,B,1,972.00
657,B,0,2327.00
5962,C,0,2980.00
18841,C,0,2494.00
5181,B,0,2597.00
4411,B,0,2838.00
4022,B,0,2605.00
16804,C,0,2353.00
1900,C,0,2293.00
13118,C,0,2666.00
10317,B,0,2946.00
11486,B,0,3097.00
14858,C,0,3064.00
5515,B,0,2819.00
633,C,0,2401.00
11016,C,0,2696.00
2979,C,0,2870.00
14970,C,0,2487.00
15560,C,0,2803.00
3684,B,0,3227.00
11494,C,0,3099.00
3168,B,0,3301.00
2933,B,0,2618.00
8512,C,0,2356.00
19235,C,0,2672.00
16071,B,0,2211.00
13267,B,0,2490.00
3432,C,0,2568.00
8850,B,0,2463.00
17928,B,0,2499.00
13460,B,0,2472.00
7678,C,0,2745.00
14717,C,0,2229.00
3179,C,0,2973.00
4731,B,0,2617.00
872,B,0,2733.00
13469,B,0,2934.00
2460,B,0,2957.00
2268,C,0,3359.00
6499,B,0,2900.00
15632,B,0,2910.00
5088,B,0,2997.00
14218,B,1,1183.00
16315,B,0,2531.00
5706,B,0,2996.00
10260,B,1,1225.00
11410,B,0,2410.00
7592,C,0,3159.00
18275,C,0,2808.00
7076,B,1,1786.00
408,B,0,2046.00
4203,B,0,2300.00
6108,B,0,2358.00
19450,B,0,1961.00
15731,C,0,3030.00
16459,B,0,2624.00
12708,C,0,2307.00
5121,B,0,2882.00
18391,B,0,2177.00
7794,C,0,2884.00
1440,C,0,2762.00
17002,C,0,2044.00
7047,C,0,2336.00
19253,B,0,2928.00
1122,C,0,2533.00
11539,C,0,2397.00
6190,B,0,2581.00
16702,B,0,2558.00
600,B,0,2252.00
3506,C,0,3043.00
2102,C,0,2577.00
5952,B,0,2887.00
7444,C,0,2460.00
5038,C,0,3251.00
2686,B,0,2696.00
2598,B,0,2076.00
891,C,0,2760.00
5502,B,0,2670.00
12019,B,0,2389.00
5329,B,0,2674.00
18137,C,0,2502.00
11647,B,0,2926.00
1424,B,0,2509.00
9827,B,0,2756.00
7768,B,0,3037.00
18693,C,0,2573.00
2269,B,0,2053.00
13092,B,0,2489.00
11005,B,0,2976.00
3098,B,0,2949.00
12175,C,0,2897.00
4430,C,0,2437.00
1177,C,0,2523.00
6509,C,0,2452.00
8799,B,0,3003.00
7963,B,0,2934.00
12309,B,0,3338.00
3686,C,0,2991.00
17821,C,0,2481.00
144,B,0,2980.00
12483,B,0,2710.00
3711,B,0,2621.00
16339,C,0,2497.00
13983,B,0,2976.00
318,B,0,2860.00
7033,C,0,2509.00
12368,B,1,2332.00
11769,B,0,2492.00
4385,C,0,2331.00
2748,B,0,3100.00
17071,B,0,2219.00
13726,C,0,2247.00
8201,B,0,3059.00
13420,C,0,3025.00
18555,B,0,2314.00
18859,B,0,2632.00
5294,B,0,2265.00
1742,C,0,2870.00
14660,C,0,2758.00
7397,B,0,2331.00
13184,B,1,2000.00
18569,C,0,2646.00
12160,B,0,2649.00
6071,C,0,2905.00
6632,B,0,2476.00
18293,B,0,2713.00
15336,C,0,2541.00
2653,B,0,2864.00
6818,C,0,2815.00
12830,B,0,1987.00
481,C,0,2622.00
1948,B,0,3087.00
16689,C,0,2860.00
15373,C,0,3158.00
11742,B,0,2718.00
1964,B,0,2999.00
2411,C,0,2858.00
13001,C,0,2805.00
10981,C,0,2423.00
6230,B,0,2563.00
2137,B,0,2360.00
8982,C,0,2929.00
19111,C,0,2400.00
12754,B,0,2150.00
17263,C,0,2580.00
16474,B,0,2205.00
12427,B,0,2725.00
7231,B,0,2803.00
18624,B,0,2827.00
15641,B,0,2463.00
9628,C,0,2302.00
227,C,0,3137.00
6978,C,0,2430.00
3035,B,0,3179.00
18692,C,0,2399.00
13650,C,0,2443.00
6783,C,0,2283.00
11216,B,0,2712.00
6911,B,0,3407.00
5001,B,0,2350.00
4942,B,0,2629.00
9718,B,0,2405.00
2879,C,0,2237.00
10809,C,0,2688.00
306,C,0,2520.00
15661,B,0,2597.00
17293,B,0,2636.00
6928,C,0,2320.00
16402,C,0,2875.00
7318,C,0,2281.00
12219,B,1,2463.00
16165,B,0,2887.00
18499,B,1,3193.00
15751,B,0,2579.00
1641,C,0,2620.00
10596,C,0,2676.00
595,C,0,3065.00
15307,C,0,2232.00
14237,C,0,2938.00
12110,B,0,2580.00
10512,C,0,2464.00
8383,C,0,2497.00
12736,B,0,2283.00
7797,C,0,2644.00
40,B,0,3038.00
18341,C,0,2458.00
9360,C,0,2312.00
10159,C,0,2896.00
9918,B,0,2575.00
10410,B,0,3279.00
8059,B,0,2350.00
15519,B,1,2831.00
8025,B,0,3040.00
11761,C,0,3409.00
7791,C,0,2892.00
5407,C,0,2686.00
6281,C,0,2699.00
14376,C,0,2599.00
2780,B,0,2527.00
15537,B,0,2804.00
11896,B,0,3146.00
6482,B,0,2762.00
8223,B,0,2612.00
11786,C,0,2978.00
8917,C,0,2588.00
6717,B,0,2770.00
666,B,0,2912.00
3714,C,0,2697.00
4477,B,0,2308.00
18388,B,0,3010.00
12359,B,0,2818.00
5587,B,0,2866.00
5164,B,0,3167.00
17570,C,0,3096.00
15096,B,0,2524.00
9317,C,0,2298.00
5273,B,0,2678.00
13205,C,0,2693.00
9530,C,0,2968.00
6039,B,0,2341.00
2975,B,0,2657.00
12082,C,0,2710.00
3270,C,0,2506.00
5538,C,0,2261.00
14997,B,0,2320.00
12407,B,0,3131.00
5829,B,0,2902.00
19138,B,0,2782.00
14188,C,0,2900.00
7261,B,0,3031.00
7174,C,0,2969.00
6896,C,0,2538.00
14181,B,0,2698.00
3957,C,0,2847.00
13527,C,0,2152.00
6988,B,0,2883.00
2534,B,0,2783.00
5188,B,0,2738.00
15438,B,0,3029.00
12901,C,0,3050.00
18854,B,0,2711.00
13288,B,0,3223.00
10953,B,0,2503.00
14673,B,0,2183.00
3667,C,0,2686.00
12118,C,0,2671.00
7278,B,0,2661.00
13392,B,0,3026.00
1753,B,0,3129.00
8329,C,0,2503.00
16666,B,0,2393.00
9610,C,0,3374.00
4269,C,0,3174.00
11843,C,0,2939.00
6872,B,0,2685.00
5332,B,0,2572.00
9831,B,0,2769.00
5629,C,0,2529.00
2946,B,0,2469.00
5710,C,0,2871.00
7809,B,0,2378.00
8606,B,0,2213.00
11495,C,0,2604.00
5340,B,0,3074.00
4073,C,0,2962.00
4087,B,0,2794.00
17136,C,0,2496.00
13943,B,0,2546.00
9085,B,0,2623.00
19044,C,0,2669.00
10018,B,0,2277.00
2931,C,0,3053.00
2617,B,0,2349.00
207,B,0,2881.00
7362,B,0,2741.00
9017,B,0,2762.00
18984,B,0,2865.00
8658,B,0,2982.00
4678,C,0,2593.00
7454,C,0,3175.00
13773,C,0,2491.00
2210,C,0,2399.00
10345,C,0,2784.00
11225,B,0,2938.00
6618,B,0,2374.00
8609,C,0,2530.00
15346,C,0,3071.00
11982,B,0,3205.00
2770,C,0,2229.00
6059,C,0,3100.00
3376,C,0,3108.00
3006,C,0,2051.00
1344,C,0,2944.00
2260,B,0,2816.00
679,C,0,2543.00
14102,C,1,2031.00
6935,C,0,2749.00
8157,C,0,3094.00
14368,C,0,2633.00
15395,C,0,2429.00
10071,C,0,2331.00
13215,B,0,3140.00
14822,B,0,2445.00
12653,B,0,2789.00
8061,C,0,2414.00
10562,C,0,2819.00
5129,B,0,3449.00
6341,B,0,2724.00
7877,C,0,3200.00
8660,C,0,2793.00
8407,B,0,2937.00
12506,C,0,3028.00
15338,B,0,2555.00
4074,C,0,2913.00
13750,B,0,2697.00
457,B,0,2525.00
15740,B,0,2224.00
14316,C,0,2764.00
10864,C,0,2240.00
3503,C,0,2999.00
4751,B,0,2728.00
2229,B,0,3096.00
17626,B,1,2208.00
11262,B,0,2104.00
876,B,0,3258.00
14848,C,0,2712.00
7917,C,0,2299.00
2264,B,0,3139.00
9095,C,0,2378.00
8998,C,0,2494.00
5105,B,0,3034.00
11596,C,0,2622.00
10304,C,0,2465.00
7432,B,0,2214.00
14718,C,0,3107.00
9321,B,0,2596.00
2088,C,0,2952.00
7390,B,0,3071.00
5720,B,1,2689.00
4401,B,0,2423.00
5617,C,0,3109.00
2624,C,0,2863.00
9896,B,0,2835.00
15441,C,0,3405.00
6193,C,0,2631.00
12780,B,0,3121.00
17378,B,0,2872.00
720,C,0,2649.00
4667,B,0,2394.00
3954,B,0,2829.00
17093,C,0,2881.00
6367,B,0,2892.00
8909,C,0,3055.00
108,C,0,2563.00
2191,B,0,2999.00
4033,B,0,2567.00
10021,B,0,2253.00
2250,B,0,2917.00
1674,C,0,2833.00
7429,C,0,2785.00
1894,B,1,3361.00
19293,C,0,2423.00
4167,B,0,2379.00
3805,B,0,2739.00
15223,C,0,2606.00
13402,C,0,2706.00
3505,C,0,2618.00
12520,C,0,2729.00
3739,C,0,2677.00
9606,C,0,2218.00
4690,C,0,2750.00
978,B,0,3099.00
7918,B,0,3003.00
18033,C,0,3186.00
18015,B,0,2920.00
10414,B,0,2713.00
11598,B,0,2423.00
3384,B,0,2552.00
12807,B,0,2815.00
8822,C,0,2459.00
7701,C,0,2778.00
17838,B,0,2214.00
17799,B,0,3014.00
16671,C,0,2441.00
19359,B,0,2727.00
18375,B,0,2885.00
10440,B,0,2695.00
5127,C,0,2391.00
6578,B,0,2890.00
17186,B,0,3232.00
14837,B,0,2441.00
12288,B,0,3310.00
4199,B,0,2672.00
15866,B,0,2348.00
202,B,0,2517.00
17523,B,0,2603.00
9564,C,0,2334.00
4445,B,0,2451.00
14342,B,0,2782.00
14019,C,0,2915.00
19482,B,0,3068.00
5722,B,0,2855.00
5661,B,0,2638.00
11213,C,0,1911.00
7156,C,0,2599.00
9762,B,0,2191.00
8444,B,0,3041.00
7212,B,0,3122.00
14794,C,0,2654.00
18581,B,0,3419.00
17405,C,0,3008.00
13936,B,1,1797.00
15057,B,0,2686.00
7709,C,0,3021.00
12459,B,0,2822.00
14556,B,0,2386.00
17229,C,0,2331.00
12477,B,0,2786.00
11683,C,0,2804.00
5588,B,0,2223.00
751,B,0,2665.00
2115,C,0,2511.00
5765,C,0,2789.00
14302,C,0,3148.00
9115,B,0,2762.00
16770,C,0,2700.00
11522,B,0,2746.00
18547,B,0,3133.00
9245,B,0,3030.00
9879,C,0,3152.00
17847,B,0,3191.00
4281,B,0,3080.00
1927,C,0,2670.00
8190,B,0,2901.00
2692,C,0,2865.00
96,B,0,2662.00
3705,C,0,2537.00
8786,B,0,3270.00
16479,B,0,2852.00
12213,C,0,2214.00
12214,C,0,2991.00
12481,C,0,2814.00
2561,C,0,2896.00
5894,B,0,2748.00
11846,B,0,2822.00
3111,C,0,3330.00
17334,C,0,2992.00
8889,B,0,3514.00
18191,B,0,2256.00
7294,B,0,3197.00
4031,C,0,2700.00
2536,C,0,2696.00
19206,C,0,3253.00
5101,B,0,2995.00
14800,C,0,2604.00
8757,B,0,2419.00
2805,C,0,2881.00
9713,B,0,2740.00
138,C,0,3034.00
4583,C,0,2370.00
3549,B,0,2600.00
9377,C,0,2510.00
10968,C,0,2810.00
17705,B,0,2856.00
18881,B,0,2764.00
11077,B,0,2807.00
2071,C,0,2546.00
12613,B,0,3006.00
12573,B,0,2417.00
9779,B,1,1042.00
5411,C,0,2950.00
17240,C,0,2413.00
17112,C,0,3047.00
19308,B,0,2219.00
3877,B,0,2726.00
13379,C,0,2976.00
14399,C,0,3479.00
169,B,0,2799.00
2777,B,0,2693.00
18230,B,0,2516.00
2360,B,0,3163.00
17827,B,0,2823.00
19370,B,1,1519.00
13967,C,0,3227.00
974,B,0,2515.00
861,C,0,2972.00
6220,B,0,2180.00
9728,B,1,1144.00
10250,B,0,2665.00
16622,C,0,2963.00
16800,C,0,2396.00
14208,C,0,2874.00
1644,C,0,2761.00
14530,B,0,2621.00
17252,C,0,2946.00
15829,B,0,2922.00
16875,C,0,2208.00
17537,B,0,2400.00
18596,C,0,2386.00
12742,C,0,2845.00
14714,B,0,2981.00
13142,B,0,2825.00
10010,C,0,2807.00
6173,B,0,2285.00
13315,C,0,3273.00
18871,B,0,2737.00
11337,B,0,2482.00
17040,C,0,2750.00
4426,B,0,3013.00
10216,C,0,2283.00
1549,B,0,3029.00
289,B,0,2379.00
16575,B,0,2125.00
9222,C,0,3044.00
3970,B,0,2652.00
15565,B,0,2459.00
11257,B,0,2878.00
10904,C,0,2483.00
15453,C,0,2649.00
4743,B,0,2621.00
8299,B,0,2290.00
12514,C,0,2891.00
10488,C,0,3197.00
3374,C,0,3177.00
18431,C,0,2473.00
17188,C,0,2550.00
14599,B,0,3135.00
3807,B,0,3161.00
12351,C,0,3022.00
1270,B,0,2506.00
11512,C,0,2031.00
10668,B,0,2153.00
10157,B,0,2826.00
1142,B,0,2693.00
18708,C,0,2475.00
12565,B,0,3169.00
11809,B,0,2903.00
11086,B,0,2599.00
10041,C,0,2805.00
4451,B,0,2211.00
592,C,0,2991.00
1147,C,0,2645.00
2714,B,0,2374.00
7729,C,0,2298.00
19415,C,0,2977.00
12499,C,0,2778.00
14172,B,0,2392.00
3870,B,0,2683.00
13265,C,0,2950.00
6359,C,0,2968.00
4092,B,0,2652.00
2764,B,0,2681.00
838,B,0,2927.00
4732,B,0,2635.00
391,C,0,2835.00
856,B,0,2345.00
12140,C,0,2733.00
981,B,0,2988.00
4093,B,0,2788.00
11132,B,0,2726.00
9040,B,0,2291.00
14967,B,0,2276.00
3933,C,0,2910.00
10999,B,0,2491.00
15328,B,0,2009.00
1316,C,0,2519.00
16742,C,0,2830.00
18411,B,0,2579.00
8310,C,0,2168.00
6328,B,0,3264.00
2308,C,0,2627.00
13021,C,0,2513.00
9052,C,0,2497.00
2773,C,0,2631.00
11268,B,0,2268.00
6342,C,0,2853.00
16598,C,0,2529.00
17152,B,0,2363.00
150,B,0,2786.00
14785,B,0,2504.00
15973,C,0,2533.00
1172,C,0,2489.00
14982,B,0,2182.00
14132,B,0,2297.00
933,C,0,2496.00
11474,B,0,2935.00
12549,C,0,2701.00
8669,B,0,2375.00
2261,C,0,2754.00
13533,B,0,2591.00
690,B,0,2087.00
11510,B,0,2647.00
3122,B,0,2704.00
15883,B,0,2141.00
6247,B,0,2488.00
5028,B,0,2627.00
18152,C,0,2454.00
10914,C,0,2997.00
4250,C,0,2481.00
17397,B,0,2815.00
14175,C,0,2464.00
14241,C,0,3030.00
18051,B,0,2908.00
5563,B,0,2430.00
1448,C,0,2671.00
11575,C,0,2397.00
7818,C,0,3045.00
6459,B,0,2836.00
9237,B,0,2807.00
14030,B,0,2927.00
17079,C,0,2429.00
2577,C,0,2750.00
16361,B,0,2664.00
9003,C,0,2939.00
12519,B,0,2651.00
6948,B,0,2856.00
16192,B,0,3219.00
3152,B,0,3255.00
10569,C,0,2921.00
13938,C,0,2939.00
8176,B,0,2469.00
11134,C,0,2856.00
9172,C,0,2756.00
3439,C,0,3023.00
2067,B,0,2978.00
7841,C,0,2301.00
6892,C,0,2415.00
6891,B,0,2801.00
6778,B,0,2286.00
5664,C,0,2090.00
3087,B,0,2221.00
2585,C,0,3158.00
16765,C,0,2977.00
6099,B,0,2437.00
19145,B,0,2349.00
8546,C,0,2844.00
14883,C,0,2441.00
16606,C,0,3386.00
14504,C,0,2585.00
10366,B,0,2089.00
9623,B,0,2930.00
13198,C,0,2662.00
4398,B,0,2278.00
3085,C,0,2292.00
19081,C,0,2823.00
6031,C,0,2067.00
4693,B,0,2902.00
10128,C,0,2814.00
15169,C,0,2958.00
4475,C,0,2659.00
14614,C,0,2521.00
12367,C,0,2678.00
12056,C,0,2989.00
15782,C,0,2279.00
13428,C,0,3002.00
17966,C,0,2708.00
13172,B,0,2827.00
3229,B,0,2699.00
